dual,pickup_to_dropoff_distance
1291.9862297863342,2126.4167809511478
837.9780330375303,1577.23361434939
509.62756632147233,899.7373146001066
1255.2764574105472,1527.224224765571
333.2440199336262,564.4228794040273
1243.0858558298733,2216.293681128012
596.9439930850389,737.8970211788395
916.8008081618219,1565.9755697613234
878.7630065424308,1626.6315856195986
1109.2496300804885,1795.1679656536303
913.1303382029096,1781.5492430493075
1139.356837810806,2314.9084145403835
630.1784171349227,1030.2168514459372
814.0453383816864,1526.7261792902832
1551.715028468119,1864.0796285358879
763.8217543054532,1078.564610772731
865.8141684694253,1749.8716620393207
1236.579671146315,1943.2335025117204
837.3115979614792,1397.2821154598616
856.9243939819031,1383.6517376952038
597.3158052519956,1096.7383316601238
1071.5451870907036,1424.121416455309
844.9296141886699,1689.5876249770681
455.630644357916,569.3274381335216
959.3550930550982,1366.016164007989
917.9616890297906,1835.9233780595812
1343.370494038181,2444.3386129291644
813.1616222570983,1586.4741982777496
310.9544805353023,586.1677611244393
792.3304047106031,1517.5685966547426
929.53378144623,1724.6101282718976
795.3521651028606,960.6011853116336
886.0385209382192,1772.0770418764384
770.4972297315592,1204.1156331031318
671.0067673907658,1348.7281820064413
805.9135788816138,1610.8271577632277
976.3701050927956,1255.0373328279347
862.9756085606292,1719.302663351866
1098.286035761395,1988.2054025901857
1175.108326807227,2329.2440813242692
950.5761047742242,956.259757526681
449.3800572346781,818.0195187455862
1039.7185581651713,1940.7629041623065
637.0231928987574,1155.5572881633898
430.91168061636756,806.2730945592842
1536.0743092129624,2160.135405062143
949.8914475156321,1555.7120077827285
825.6569620914871,1675.9838791700658
1083.712226716624,1875.8081394752812
644.7190579220133,1383.954672582254
831.305625375554,1184.9562588189801
992.1628636920017,1691.2560491788793
1042.614826327992,1795.823814758131
979.7613797170484,1854.5070108423674
654.314952238088,1441.667316873309
362.41760607301006,829.2606878463372
410.751883440213,819.6479156133472
1112.5661820562163,1946.637757756043
765.7135442512013,1178.5271163963903
817.8114188588218,1746.7457209492056
919.2747358694103,1784.1023380628496
892.6791703302126,1908.7427504540735
409.8125875703497,782.4444870643101
1505.5787188011682,2245.7468120858584
907.3411553237195,1606.4371294878827
865.4237440531905,1466.4200431029012
531.1321534665693,756.5358262240942
968.176106976056,1496.4872831258303
1121.4159723116247,2280.1510582315764
812.8810432643579,812.8810432643579
795.3036079823337,1438.6470257196947
1119.0291638654912,1953.4718642160994
873.5327553012174,1684.7818853548213
329.7114667346791,942.0752833277566
887.3237155249182,1804.3724456828045
470.594802299903,909.9242627738872
1226.080157661646,2549.235378750375
1457.9071186431252,2326.4263590614664
1223.7267710547726,1883.208975907742
880.1697755426817,1623.077470259269
524.1174229040627,1033.250286202686
817.8277130051558,2087.71306720905
1415.5401498915926,1460.241566046369
377.2883528817831,871.618258291188
698.8815567227025,698.8815567227025
614.2495454220976,1469.1303919771522
1150.608200152617,1612.4992087279493
1377.4080983839851,1929.6793233447368
506.2200735471608,1013.4401470943216
553.4408084647771,1234.0885036596537
741.7637116657795,1012.5550472554106
821.2252186241788,1535.0375776805488
783.4885727518988,1790.229929943423
586.9396285786494,1270.1774835080932
1178.6386227311361,1292.0326367086054
688.9935669535422,841.3376573422495
837.6338040066639,1885.2070844960342
854.3612329437026,1392.526609730149
588.5893566811311,588.5893566811311
396.36824435617007,812.8351525672473
1202.8923497768785,2312.9453674166343
702.2192251120056,1419.731401512571
331.25258667779053,596.1423570714094
650.5000876676545,1269.7383135426176
375.2612239588657,1063.8295774815783
740.7837978574653,1602.206493603453
342.1470570791328,844.6858642728001
1342.172344178869,2511.2761718814936
467.22726177016057,912.1771705035675
507.2200735471608,1013.4401470943216
917.9616890297907,1835.9233780595812
749.2391908223389,1134.6483918822921
685.333601738355,685.333601738355
1152.744510531225,1921.888675498775
458.1283680907284,892.2095656243571
915.3819032225783,1387.4420263220536
1133.4355474609274,1933.697054499259
668.8136155241314,1399.7127540270617
614.9701149052797,614.9701149052797
1114.858502065356,1611.863611817296
1356.4338677296732,2195.738201852595
874.3030615212983,2273.907194576262
1006.9492148360389,1704.4588433806314
788.5574893333029,1819.9715795799016
830.4015902092332,1469.1303919771522
699.0230362673402,1324.248232890255
997.0341912352283,997.0341912352283
473.8246205889967,1012.4304840055912
376.0444812169876,840.4626102205036
752.5045904803384,1213.9759148079722
466.8430817733271,829.2606878463372
909.3061168607209,1840.4165663527108
831.34243335919,1575.880940052362
1743.943275691402,2092.3932324827956
825.3525027271764,1442.7724591811616
811.9231777239644,1468.3697073935691
761.6944420326593,1333.9618375985274
634.7096656483957,1345.1958095368088
984.6556771214133,1300.9884234882343
1136.5302062870378,1841.4366488019061
278.6575892738164,692.8898321340114
422.4947903478186,425.964483072591
786.0564965625729,1410.6554749479367
944.8213401676958,2284.730734148719
612.3388884757784,1133.8338049971405
565.3141370362112,997.112840585029
1201.0795989699307,1856.204232581603
440.2876928800211,807.6815571059533
1322.6146071968442,1325.6412028620227
1136.042994972801,1853.5457644713356
1473.2972660144706,2325.5827392076403
622.6653162584727,1196.7793986273066
1108.5208823549801,1825.0862245371575
1075.5990660310647,1566.2576544321983
440.40966359554386,747.3953849264466
957.0784369083883,1688.1765810522606
864.5309483737794,1419.5981947809046
429.75404239703425,921.4842922200266
334.4825673478515,624.6102561509127
388.1467282009985,388.1467282009985
780.2365600529146,1760.6032166027255
1086.2617844861134,1927.6010885263088
1067.2788134955922,2222.9082946852523
1385.0372024926621,2420.2504245810364
259.28611691022627,2300.953954474432
613.1065841722467,1215.6452135480204
601.606105080503,824.1754096297091
988.0151986819764,1899.4078725493068
809.6374871277645,1459.1744043111767
736.1436257128847,736.1436257128847
671.5764568967262,1557.3518173201023
762.6082912015615,762.6082912015615
1237.6934496286538,2256.082132648999
605.4404204575537,969.5819188367909
958.4507755275846,1416.4947152927493
239.57754315074658,601.3076275884312
537.3055883727646,1076.3152390595014
576.0698436759459,1125.5012894115769
1176.5641804451288,2152.9847738064727
1134.280753634472,1362.0216055259073
1514.7781918775813,2092.8914974412337
462.2094279661681,650.4948198675332
785.5685629445002,1397.2821154598616
716.0761270630977,1066.698751637264
854.0220797071522,1927.7938699657589
