dual,pickup_to_dropoff_distance
291.23924385372015,868.328098256117
926.8250359119146,1223.4790668769263
845.1114192305322,1079.2559574368033
1111.9050643453759,2581.851592016527
494.1234607469215,546.3767664873548
1027.441413601127,2112.613142448599
1004.0592539425489,1748.8581344886788
822.8762415782163,1461.9872955920332
754.3290905204182,1216.1578551234506
292.71576027939113,575.4999543031477
1014.3515937749813,1014.3515937749813
1002.9722528312718,1284.229625915487
806.754261564792,1127.8172373479824
672.9444237691454,1375.8469858801946
1203.411240295123,2311.6702997299335
808.8764988698406,1570.654540052412
460.2447578730088,888.537751618713
505.551581775975,1171.8680765718614
884.6989763681661,1809.475147497739
860.8618058003105,1018.8131567203058
493.3436360972678,1145.3695241641933
578.9247102730022,1153.1276602721425
570.8725887783248,1054.9940221348022
633.244635116568,1250.827762669059
891.2906116123189,1510.1079427652567
967.128685154803,2065.043458613402
837.963461626314,1729.0212971435585
400.02602925928653,785.163898651304
1464.844142078327,1731.7735534429798
610.4721290492412,1282.2129374485955
965.2429588013811,1593.2012950784165
988.3729706379659,1604.9361234583866
731.8245243747655,1214.8020340863789
851.7431319710404,1116.1120052811298
886.7069724922172,886.7069724922172
941.0561467831303,1400.4809751877656
606.7947229347018,606.7947229347018
1026.5898911948664,1821.869521400421
1173.121579926472,1757.0805906634318
1130.865571949993,1908.8632008095867
1027.2301981184778,1734.6288675090932
835.0300499228942,937.1479581319471
1178.366790321009,2006.5542470892092
412.31076399316555,812.5318828528642
361.5591156361182,361.5591156361182
834.7624689785866,1517.627897658227
1007.1762045626732,1513.1092220208118
1069.350934421911,1581.0279291506206
1135.728464013293,2200.09422853073
419.0765666179966,918.4896632452813
1944.2819951068723,1944.2819951068723
631.6036937144651,1219.0355592507979
1367.2043836819762,2260.3526382478954
788.2035679189546,1397.2821154598616
684.304402091077,1355.2933368283534
1121.1789325833925,1859.9332453624531
1444.5308261371083,1757.4631121710866
898.9168016295871,1729.7315504227113
1508.3415684509832,2570.7926315391037
1688.0971652692801,2561.472041460913
763.4571142639356,1708.660313773618
835.6342087147322,1481.7354367657442
402.45521442816175,1089.1824165360895
1126.8729209613189,1480.10464364167
1245.9395181292477,2412.48376805182
1131.3013298427318,2321.9722558218223
1107.1706605718787,1639.060788245162
839.0901016577081,937.8359167487251
507.4210304751648,818.922665524738
445.2522330966416,796.6506357169685
534.0908731651837,823.8851827589546
891.1593990530282,1697.6631891147688
856.3531784697268,1133.4986656328667
657.7448151493053,1182.964034385132
930.7559133287805,930.7559133287805
391.212860578623,834.4655767023744
558.1056054324669,996.4196448665074
471.2639664362446,823.3426161942629
1070.926662120895,1764.180960408305
690.0897448524377,1086.5293667144729
974.6910918363446,2174.9922413505547
787.3931157149951,1562.5777975116544
577.7290941724017,690.0890363670873
1116.7001102636066,1908.1404551265564
880.8765392797543,1762.7530785595086
1174.858912619449,1483.4986252388005
289.17011512351837,791.4725448349725
696.7570787770238,2521.91528426686
1467.576818638217,2321.4512191963754
990.0468246007725,2075.8982946858773
901.7622466932949,2526.9611751277666
1031.7930226790634,1880.7308286395835
889.3075105977215,889.3075105977215
1095.8392131478872,2112.613142448599
1105.9005325048415,2304.178665513971
1031.9191373287972,1434.2115968558564
827.7525745371279,1512.9258397440967
1284.571491006995,1949.0982483394398
1010.2672188326083,2059.1427819367586
669.8708425438208,729.2638687781127
981.6233991969757,1105.0961176525393
866.8407971653735,1502.5390301557954
1231.4157258065115,1996.4113826150128
643.5366386953542,1481.494711547267
1364.7184031810384,2169.77929779158
543.5357746706707,543.5357746706707
683.9739732658408,1368.595789460191
1173.0377861968145,1574.0116687294944
1082.4477826560058,1082.4477826560058
549.8893797172208,1079.3631140699642
400.4758939541574,798.1481092550664
730.8277489386808,1313.3561120339107
980.5775569309076,1538.4355246504165
165.0106128293118,539.014854607203
810.589843448391,1440.7942258098833
1000.581516448316,1150.1934610832557
1085.746488860564,2095.5403678658477
729.8542305204819,1488.3148361931765
927.7348321932288,1260.9648474486287
1066.0505350791204,1752.667530933322
946.631833469995,1904.5816476291918
747.1230306085314,1531.698102416392
560.81209701292,826.2296727960803
1085.597072372137,1924.931235786916
444.4724701633104,536.3782183402419
548.0922423401233,944.9978504242415
293.18706183639574,604.2533229835112
881.8765392797543,1762.7530785595086
1287.2864855399705,2105.328766843207
292.97995273662355,292.97995273662355
974.7309438113996,1983.8626702789384
1082.5999684872734,1721.4453465463923
979.4690635287349,1836.95958404556
886.0385209382192,1772.0770418764384
286.71698918058246,593.6627881606668
1082.3285205931222,1850.6715017071356
768.1936715070842,1564.6370523204907
841.4333528294828,1573.8648058601323
587.8756069932654,587.8756069932655
351.21633321714353,607.3353101752649
971.1810098305832,1257.4037358735848
831.6419768950544,1644.924138150137
693.6037506171697,1210.4046333525139
567.8945009247643,567.8945009247643
611.3964537476716,1025.6002433670176
651.4357236900718,651.4357236900718
1006.9231525283242,1014.3515937749813
1137.552684277091,1918.8716744310552
829.2101948519744,829.2101948519745
1022.1678720248951,1072.8356037487024
626.4936561209884,1114.4265660900803
431.0588227188391,1224.3539511754052
1395.9213246972743,1700.8054294482772
901.1325827933435,1740.7835446043691
1106.45638077665,1576.4129251598422
604.7277332674446,1000.84113552243
689.578299892797,1231.6216904103428
1224.3260321909233,2517.0907815227893
967.2060124801279,1021.7481420079038
1187.331078049376,1913.0870970629999
2307.8061325732015,2542.8552477615017
1277.2321732855878,2327.1673193784827
776.5591461408553,1509.2412711264121
1284.2057473291518,2115.5567940873675
1351.574619045091,2095.0424169704875
928.1719768591358,1943.3211373441184
1383.1937355565497,2118.672422241295
956.0574555282551,1021.0163663088267
762.0478658955863,1154.4590641576387
1022.9586735115117,1594.0837941116445
738.4031654632638,1487.2258373810614
1007.1273130380498,1982.2072938141407
463.63305421188284,704.6687674939855
1131.1997810791643,1781.3869845770905
882.4750019316093,1947.8221335808762
1107.447733169105,2103.3263346409017
910.4673424817834,910.4673424817834
968.1647355409243,1655.0853648516504
737.7566289441797,916.784314007305
804.9135788816138,1610.8271577632277
1147.658802372391,1147.658802372391
881.7136592623191,1724.4422854059162
793.0640675889529,1163.2035711540814
564.6318994961237,717.9298441381543
1115.011117736241,2178.4144971624914
921.5148889877294,921.5148889877294
903.9889805778755,1454.4582415321836
1433.909866859942,2068.1810530448943
822.0473156463102,1566.2866245161363
1607.2719814839033,1771.76600141062
481.50504807978484,895.7287015082856
950.945462608245,950.945462608245
578.97095441798,884.6548632534954
1036.6504929486443,1603.4050277410813
1029.929197757465,2318.6793746392545
962.4450779462794,1480.10464364167
452.74899022522374,886.6639381980181
371.82429688032073,371.82429688032073
986.7109266734951,1829.602586172812
931.5052079911632,1698.4064171175412
1015.3652883030654,1842.369253191517
864.3711879380485,1425.6916041887596
1541.51584268995,2337.2216789928543
924.5701864957897,924.5701864957897
1466.518030457,1580.1139407498904
572.3493239287789,572.3493239287789
421.48308926593745,519.1442147885186
954.0824590576525,1838.6696894167258
830.9185134232085,1417.1820409243162
638.8630331138895,638.8630331138895
2171.751210400278,2622.150202824107
985.0588332885482,1536.370604608685
1257.677822086092,2152.1427972967585
886.9574212368065,886.9574212368065
803.9102117301002,1569.7171162052398
